order_id,date,product,category,quantity,price_per_unit,customer,region
ORD1136,2024-04-21,Rascador,Accesorios,6,41.51,Cliente_38,Madrid
ORD1137,2024-03-02,Juguete para perro,Accesorios,9,28.52,Cliente_82,Madrid
ORD1138,2024-06-13,Arena sanitaria,Higiene,6,5.5,Cliente_10,Madrid
ORD1139,2024-02-05,Rascador,Accesorios,3,64.7,Cliente_20,Valencia
ORD1140,2024-12-18,Juguete para perro,Accesorios,5,18.21,Cliente_43,Valencia
ORD1141,2024-06-25,Rascador,Accesorios,9,81.0,Cliente_49,Sevilla
ORD1142,2024-04-17,Cama para gato,Descanso,1,87.75,Cliente_99,Valencia
ORD1143,2024-12-09,Juguete para perro,Accesorios,10,88.99,Cliente_5,Bilbao
ORD1144,2024-12-28,Rascador,Accesorios,8,97.72,Cliente_54,Barcelona
ORD1145,2024-05-27,Pienso Premium,Alimentación,4,32.13,Cliente_24,Barcelona
ORD1146,2024-07-29,Collar LED,Accesorios,4,21.93,Cliente_39,Sevilla
ORD1147,2024-07-12,Snacks saludables,Alimentación,4,28.62,Cliente_96,Barcelona
ORD1148,2024-07-09,Juguete para perro,Accesorios,6,35.22,Cliente_78,Valencia
ORD1149,2024-10-30,Snacks saludables,Alimentación,6,82.45,Cliente_3,Valencia
ORD1150,2024-12-23,Juguete para perro,Accesorios,5,86.24,Cliente_54,Barcelona
ORD1151,2024-03-20,Pienso Premium,Alimentación,5,49.93,Cliente_76,Sevilla
ORD1152,2024-04-22,Snacks saludables,Alimentación,10,15.14,Cliente_37,Barcelona
ORD1153,2024-11-08,Collar LED,Accesorios,10,48.83,Cliente_35,Bilbao
ORD1154,2024-04-01,Arena sanitaria,Higiene,7,71.73,Cliente_92,Madrid
ORD1155,2024-02-29,Cama para gato,Descanso,3,46.48,Cliente_48,Madrid
ORD1156,2024-01-21,Snacks saludables,Alimentación,10,52.69,Cliente_29,Valencia
ORD1157,2024-03-07,Juguete para perro,Accesorios,6,23.92,Cliente_32,Bilbao
ORD1158,2024-01-06,Collar LED,Accesorios,10,78.29,Cliente_61,Bilbao
ORD1159,2024-12-29,Cama para gato,Descanso,3,6.65,Cliente_60,Valencia
ORD1160,2024-01-06,Pienso Premium,Alimentación,6,13.65,Cliente_98,Barcelona
ORD1161,2024-07-19,Arena sanitaria,Higiene,4,54.13,Cliente_92,Madrid
ORD1162,2024-10-05,Arena sanitaria,Higiene,8,97.55,Cliente_14,Barcelona
ORD1163,2024-10-25,Rascador,Accesorios,6,73.86,Cliente_56,Barcelona
ORD1164,2024-11-05,Collar LED,Accesorios,7,16.56,Cliente_13,Barcelona
ORD1165,2024-07-17,Pienso Premium,Alimentación,2,52.04,Cliente_69,Bilbao
ORD1166,2024-12-09,Cama para gato,Descanso,8,28.94,Cliente_30,Bilbao
ORD1167,2024-09-08,Snacks saludables,Alimentación,5,29.4,Cliente_84,Barcelona
ORD1168,2024-09-21,Collar LED,Accesorios,1,14.2,Cliente_70,Madrid
ORD1169,2024-09-29,Snacks saludables,Alimentación,3,52.02,Cliente_42,Madrid
ORD1170,2024-06-27,Cama para gato,Descanso,5,98.53,Cliente_26,Valencia
ORD1171,2024-11-16,Juguete para perro,Accesorios,1,55.31,Cliente_71,Sevilla
ORD1172,2024-09-11,Arena sanitaria,Higiene,8,79.21,Cliente_100,Madrid
ORD1173,2024-07-10,Cama para gato,Descanso,8,11.21,Cliente_7,Barcelona
ORD1174,2024-12-04,Snacks saludables,Alimentación,5,43.31,Cliente_70,Sevilla
ORD1175,2024-12-20,Juguete para perro,Accesorios,7,12.04,Cliente_63,Sevilla
ORD1176,2024-05-19,Snacks saludables,Alimentación,4,63.04,Cliente_19,Valencia
ORD1177,2024-09-15,Arena sanitaria,Higiene,8,38.03,Cliente_91,Madrid
ORD1178,2024-08-18,Collar LED,Accesorios,4,86.23,Cliente_68,Sevilla
ORD1179,2024-04-28,Pienso Premium,Alimentación,6,31.91,Cliente_90,Sevilla
ORD1180,2024-06-07,Juguete para perro,Accesorios,5,18.45,Cliente_48,Bilbao
ORD1181,2024-02-22,Pienso Premium,Alimentación,4,83.35,Cliente_37,Sevilla
ORD1182,2024-07-24,Collar LED,Accesorios,10,40.55,Cliente_22,Barcelona
ORD1183,2024-10-18,Snacks saludables,Alimentación,2,99.6,Cliente_43,Valencia
ORD1184,2024-04-19,Cama para gato,Descanso,7,84.38,Cliente_71,Sevilla
ORD1185,2024-03-20,Pienso Premium,Alimentación,8,5.65,Cliente_1,Valencia
ORD1186,2024-08-23,Collar LED,Accesorios,5,90.87,Cliente_33,Madrid
ORD1187,2024-06-10,Rascador,Accesorios,6,38.57,Cliente_17,Valencia
ORD1188,2024-10-20,Cama para gato,Descanso,1,6.15,Cliente_47,Bilbao
ORD1189,2024-07-09,Rascador,Accesorios,9,46.82,Cliente_97,Bilbao
ORD1190,2024-06-10,Rascador,Accesorios,10,9.06,Cliente_31,Bilbao
ORD1191,2024-09-13,Juguete para perro,Accesorios,3,57.33,Cliente_9,Bilbao
ORD1192,2024-03-25,Rascador,Accesorios,8,35.34,Cliente_13,Sevilla
ORD1193,2024-03-01,Arena sanitaria,Higiene,6,83.26,Cliente_86,Sevilla
ORD1194,2024-10-03,Arena sanitaria,Higiene,6,70.33,Cliente_42,Madrid
ORD1195,2024-02-25,Pienso Premium,Alimentación,3,10.73,Cliente_17,Bilbao
ORD1196,2024-12-08,Pienso Premium,Alimentación,2,65.73,Cliente_64,Valencia
ORD1197,2024-05-31,Rascador,Accesorios,10,30.14,Cliente_11,Valencia
ORD1198,2024-09-03,Snacks saludables,Alimentación,10,52.91,Cliente_57,Valencia
ORD1199,2024-04-14,Pienso Premium,Alimentación,2,46.5,Cliente_54,Valencia
ORD1200,2024-09-10,Pienso Premium,Alimentación,9,16.1,Cliente_36,Barcelona
ORD1201,2024-10-29,Pienso Premium,Alimentación,8,65.02,Cliente_36,Barcelona
ORD1202,2024-05-03,Snacks saludables,Alimentación,3,49.47,Cliente_75,Sevilla
ORD1203,2024-03-17,Juguete para perro,Accesorios,7,60.29,Cliente_54,Bilbao
ORD1204,2024-10-15,Collar LED,Accesorios,6,33.59,Cliente_5,Madrid
ORD1205,2024-06-03,Pienso Premium,Alimentación,6,87.05,Cliente_40,Valencia
ORD1206,2024-06-13,Pienso Premium,Alimentación,9,39.53,Cliente_58,Madrid
ORD1207,2024-11-13,Juguete para perro,Accesorios,7,21.62,Cliente_73,Barcelona
ORD1208,2024-05-30,Snacks saludables,Alimentación,7,82.57,Cliente_18,Barcelona
ORD1209,2024-02-28,Arena sanitaria,Higiene,9,98.2,Cliente_79,Valencia
ORD1210,2024-12-29,Pienso Premium,Alimentación,10,99.79,Cliente_78,Barcelona
ORD1211,2024-11-03,Cama para gato,Descanso,9,86.32,Cliente_60,Valencia
ORD1212,2024-10-07,Pienso Premium,Alimentación,8,93.41,Cliente_8,Valencia
ORD1213,2024-09-15,Cama para gato,Descanso,10,14.18,Cliente_46,Sevilla
ORD1214,2024-10-31,Juguete para perro,Accesorios,1,33.14,Cliente_77,Barcelona
ORD1215,2024-06-13,Arena sanitaria,Higiene,3,79.16,Cliente_87,Barcelona
ORD1216,2024-06-09,Arena sanitaria,Higiene,7,28.59,Cliente_92,Sevilla
ORD1217,2024-09-13,Cama para gato,Descanso,2,30.19,Cliente_71,Barcelona
ORD1218,2024-08-15,Snacks saludables,Alimentación,4,90.38,Cliente_12,Valencia
ORD1219,2024-08-08,Cama para gato,Descanso,9,7.05,Cliente_23,Madrid
ORD1220,2024-08-19,Snacks saludables,Alimentación,4,52.71,Cliente_83,Sevilla
ORD1221,2024-12-21,Juguete para perro,Accesorios,4,32.31,Cliente_51,Madrid
ORD1222,2024-06-28,Cama para gato,Descanso,5,40.21,Cliente_34,Barcelona
ORD1223,2024-03-05,Rascador,Accesorios,4,27.28,Cliente_72,Bilbao
ORD1224,2024-05-07,Snacks saludables,Alimentación,10,11.59,Cliente_60,Madrid
ORD1225,2024-10-06,Juguete para perro,Accesorios,8,15.14,Cliente_12,Madrid
ORD1226,2024-09-25,Rascador,Accesorios,10,74.2,Cliente_64,Valencia
ORD1227,2024-02-08,Rascador,Accesorios,5,58.19,Cliente_80,Barcelona
ORD1228,2024-04-16,Collar LED,Accesorios,7,27.18,Cliente_7,Valencia
ORD1229,2024-06-05,Rascador,Accesorios,7,38.73,Cliente_57,Sevilla
ORD1230,2024-10-12,Collar LED,Accesorios,1,95.67,Cliente_12,Madrid
ORD1231,2024-07-08,Pienso Premium,Alimentación,2,43.36,Cliente_98,Valencia
ORD1232,2024-04-25,Arena sanitaria,Higiene,1,88.22,Cliente_4,Barcelona
ORD1233,2024-01-16,Rascador,Accesorios,9,53.06,Cliente_51,Madrid
ORD1234,2024-06-15,Juguete para perro,Accesorios,1,70.75,Cliente_47,Barcelona
ORD1235,2024-04-06,Snacks saludables,Alimentación,3,11.71,Cliente_85,Madrid
ORD1236,2024-10-12,Rascador,Accesorios,4,8.47,Cliente_61,Barcelona
ORD1237,2024-03-03,Collar LED,Accesorios,4,45.54,Cliente_81,Sevilla
ORD1238,2024-10-01,Cama para gato,Descanso,2,44.87,Cliente_20,Bilbao
ORD1239,2024-09-24,Snacks saludables,Alimentación,10,7.79,Cliente_5,Sevilla
ORD1240,2024-02-25,Arena sanitaria,Higiene,9,62.04,Cliente_53,Madrid
ORD1241,2024-10-30,Arena sanitaria,Higiene,4,90.67,Cliente_65,Barcelona
ORD1242,2024-03-30,Pienso Premium,Alimentación,6,67.32,Cliente_16,Madrid
ORD1243,2024-02-14,Arena sanitaria,Higiene,3,15.37,Cliente_10,Madrid
ORD1244,2024-12-28,Juguete para perro,Accesorios,8,33.47,Cliente_25,Sevilla
ORD1245,2024-07-05,Rascador,Accesorios,1,83.9,Cliente_51,Valencia
ORD1246,2024-12-27,Pienso Premium,Alimentación,7,96.19,Cliente_37,Sevilla
ORD1247,2024-02-27,Cama para gato,Descanso,3,42.94,Cliente_53,Valencia
ORD1248,2024-03-26,Rascador,Accesorios,5,11.61,Cliente_88,Madrid
ORD1249,2024-10-03,Rascador,Accesorios,8,8.12,Cliente_3,Madrid
ORD1250,2024-07-30,Cama para gato,Descanso,1,30.91,Cliente_79,Barcelona
ORD1251,2024-04-29,Rascador,Accesorios,2,51.15,Cliente_50,Bilbao
ORD1252,2024-09-13,Pienso Premium,Alimentación,8,81.49,Cliente_14,Valencia
ORD1253,2024-07-30,Juguete para perro,Accesorios,5,71.38,Cliente_66,Sevilla
ORD1254,2024-11-16,Juguete para perro,Accesorios,2,19.66,Cliente_46,Bilbao
ORD1255,2024-11-10,Pienso Premium,Alimentación,4,30.58,Cliente_9,Bilbao
ORD1256,2024-12-01,Cama para gato,Descanso,2,88.0,Cliente_29,Bilbao
ORD1257,2024-12-16,Snacks saludables,Alimentación,3,5.15,Cliente_30,Barcelona
ORD1258,2024-07-16,Arena sanitaria,Higiene,6,45.6,Cliente_71,Valencia
ORD1259,2024-12-05,Snacks saludables,Alimentación,2,99.12,Cliente_97,Valencia
ORD1260,2024-03-13,Snacks saludables,Alimentación,5,6.25,Cliente_57,Madrid
ORD1261,2024-09-28,Arena sanitaria,Higiene,1,39.39,Cliente_24,Sevilla
ORD1262,2024-06-25,Snacks saludables,Alimentación,1,74.66,Cliente_37,Bilbao
ORD1263,2024-11-19,Cama para gato,Descanso,8,14.51,Cliente_69,Madrid
ORD1264,2024-09-26,Pienso Premium,Alimentación,3,83.77,Cliente_32,Sevilla
ORD1265,2024-04-28,Arena sanitaria,Higiene,5,14.18,Cliente_48,Madrid
ORD1266,2024-11-06,Pienso Premium,Alimentación,8,21.92,Cliente_53,Valencia
ORD1267,2024-07-20,Collar LED,Accesorios,4,64.15,Cliente_62,Barcelona
ORD1268,2024-01-23,Rascador,Accesorios,10,60.08,Cliente_55,Madrid
ORD1269,2024-01-19,Collar LED,Accesorios,6,8.39,Cliente_43,Sevilla
ORD1270,2024-09-06,Juguete para perro,Accesorios,9,88.6,Cliente_1,Bilbao
ORD1271,2024-06-21,Juguete para perro,Accesorios,9,42.73,Cliente_6,Barcelona
ORD1272,2024-07-22,Cama para gato,Descanso,5,64.14,Cliente_49,Barcelona
ORD1273,2024-06-28,Collar LED,Accesorios,9,8.95,Cliente_94,Bilbao
ORD1274,2024-04-15,Cama para gato,Descanso,8,97.4,Cliente_12,Madrid
ORD1275,2024-09-16,Pienso Premium,Alimentación,2,24.98,Cliente_53,Sevilla
ORD1276,2024-05-02,Collar LED,Accesorios,6,46.5,Cliente_29,Madrid
ORD1277,2024-04-06,Cama para gato,Descanso,4,93.48,Cliente_65,Valencia
ORD1278,2024-11-14,Pienso Premium,Alimentación,10,14.23,Cliente_18,Bilbao
ORD1279,2024-07-17,Collar LED,Accesorios,1,62.52,Cliente_4,Valencia
ORD1280,2024-02-01,Arena sanitaria,Higiene,9,37.78,Cliente_80,Bilbao
ORD1281,2024-04-22,Collar LED,Accesorios,4,49.22,Cliente_59,Sevilla
ORD1282,2024-04-16,Cama para gato,Descanso,5,14.94,Cliente_41,Valencia
ORD1283,2024-01-26,Rascador,Accesorios,1,7.1,Cliente_44,Valencia
ORD1284,2024-09-01,Cama para gato,Descanso,2,37.12,Cliente_88,Bilbao
ORD1285,2024-11-18,Juguete para perro,Accesorios,5,27.32,Cliente_89,Sevilla
ORD1286,2024-02-07,Juguete para perro,Accesorios,10,94.0,Cliente_83,Valencia
ORD1287,2024-06-08,Juguete para perro,Accesorios,4,11.14,Cliente_12,Barcelona
ORD1288,2024-01-21,Rascador,Accesorios,9,70.54,Cliente_64,Barcelona
ORD1289,2024-09-07,Snacks saludables,Alimentación,2,7.2,Cliente_50,Barcelona
ORD1290,2024-01-16,Juguete para perro,Accesorios,1,12.08,Cliente_71,Madrid
ORD1291,2024-09-24,Collar LED,Accesorios,6,7.44,Cliente_69,Barcelona
ORD1292,2024-06-07,Collar LED,Accesorios,10,56.79,Cliente_67,Valencia
ORD1293,2024-08-25,Juguete para perro,Accesorios,9,53.36,Cliente_47,Barcelona
ORD1294,2024-10-06,Rascador,Accesorios,3,11.95,Cliente_42,Barcelona
ORD1295,2024-04-23,Snacks saludables,Alimentación,5,47.29,Cliente_76,Sevilla
ORD1296,2024-09-12,Snacks saludables,Alimentación,6,93.65,Cliente_55,Madrid
ORD1297,2024-12-16,Rascador,Accesorios,2,41.25,Cliente_7,Valencia
ORD1298,2024-06-29,Arena sanitaria,Higiene,3,52.03,Cliente_56,Madrid
ORD1299,2024-07-07,Rascador,Accesorios,1,21.84,Cliente_28,Bilbao
ORD1300,2024-07-25,Rascador,Accesorios,6,6.25,Cliente_19,Valencia
ORD1301,2024-10-12,Pienso Premium,Alimentación,5,72.55,Cliente_38,Madrid
ORD1302,2024-10-14,Pienso Premium,Alimentación,10,94.55,Cliente_68,Madrid
ORD1303,2024-04-14,Arena sanitaria,Higiene,6,70.84,Cliente_11,Sevilla
ORD1304,2024-03-21,Juguete para perro,Accesorios,1,74.07,Cliente_23,Barcelona
ORD1305,2024-06-18,Rascador,Accesorios,2,65.64,Cliente_18,Sevilla
ORD1306,2024-01-07,Rascador,Accesorios,7,5.01,Cliente_81,Bilbao
ORD1307,2024-06-23,Collar LED,Accesorios,7,85.13,Cliente_19,Valencia
ORD1308,2024-04-04,Cama para gato,Descanso,7,95.18,Cliente_8,Sevilla
ORD1309,2024-05-16,Arena sanitaria,Higiene,10,43.28,Cliente_46,Sevilla
ORD1310,2024-04-12,Juguete para perro,Accesorios,3,81.25,Cliente_2,Barcelona
ORD1311,2024-07-11,Arena sanitaria,Higiene,2,92.5,Cliente_63,Valencia
ORD1312,2024-10-09,Arena sanitaria,Higiene,7,10.75,Cliente_97,Valencia
